,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
679,316,BRB,PPPGDP,Barbados,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.513,1.625,1.641,1.714,1.839,1.918,2.057,2.163,2.317,2.495,2.503,2.486,2.398,2.475,2.578,2.685,2.843,3.029,3.178,3.233,3.453,3.448,3.529,3.677,3.829,4.105,4.472,4.694,4.817,4.602,4.551,4.614,4.344,4.36,4.322,4.426,4.559,4.519,4.6,4.622,3.836,4.105,4.577,4.911,5.163,5.373,5.585,2019.0
769,124,BEL,PPPGDP,Belgium,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",106.129,115.845,123.735,128.982,136.933,143.596,149.157,156.372,169.533,182.293,195.048,205.341,213.235,216.189,227.933,238.262,245.83,259.555,267.626,281.012,298.059,308.126,318.27,327.921,348.748,368.037,389.074,414.282,424.115,418.207,435.357,451.933,469.721,487.344,503.621,521.018,550.622,575.834,600.13,621.768,589.718,645.401,683.771,712.467,738.707,764.544,790.897,2020.0
814,339,BLZ,PPPGDP,Belize,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.206,0.226,0.222,0.245,0.283,0.287,0.315,0.393,0.451,0.542,0.625,0.72,0.825,0.898,0.918,0.944,0.975,1.027,1.077,1.188,1.373,1.475,1.574,1.755,1.876,1.972,2.131,2.2,2.32,2.34,2.439,2.538,2.458,2.498,2.541,2.612,2.666,2.703,2.848,2.95,2.567,2.885,3.125,3.289,3.431,3.575,3.723,2020.0
859,638,BEN,PPPGDP,Benin,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.581,3.996,4.314,4.393,4.57,4.919,5.156,5.174,5.54,5.593,6.323,6.813,7.174,7.773,8.099,8.769,9.316,10.02,10.534,11.148,12.068,12.998,13.814,14.572,15.626,16.392,17.564,19.118,20.439,21.047,21.751,22.86,24.309,26.709,29.147,30.531,32.668,34.023,37.169,40.431,42.493,46.451,50.847,55.43,60.37,65.679,71.368,2019.0
904,514,BTN,PPPGDP,Bhutan,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.194,0.241,0.277,0.309,0.345,0.371,0.409,0.503,0.6,0.662,0.749,0.812,0.848,0.896,0.936,1.013,1.093,1.173,1.258,1.366,1.494,1.635,1.818,2.027,2.224,2.447,2.703,3.133,3.543,3.772,4.18,4.688,5.194,5.462,5.871,6.591,7.27,7.934,8.435,8.953,8.987,9.132,9.777,10.579,11.64,12.577,13.577,2020.0
949,218,BOL,PPPGDP,Bolivia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.681,11.727,11.961,11.927,12.333,12.509,12.433,13.054,13.908,15.001,16.284,17.721,18.423,19.665,21.023,22.468,23.877,25.492,27.075,27.574,28.906,30.055,31.282,32.764,35.048,37.745,40.776,43.79,47.373,49.278,51.928,55.765,61.453,69.841,75.554,77.543,82.736,94.285,100.615,104.685,96.592,105.026,112.234,119.156,126.259,133.517,140.917,2020.0
1039,616,BWA,PPPGDP,Botswana,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.785,2.113,2.6,2.994,3.304,3.671,4.067,4.788,6.118,6.655,7.51,8.248,8.419,8.965,9.085,9.928,10.699,11.757,11.975,13.318,13.89,14.239,15.338,16.364,17.258,18.611,20.789,23.119,25.033,23.266,25.562,27.671,26.702,29.222,32.797,31.046,35.938,35.167,37.44,39.25,36.35,41.11,44.218,47.277,50.272,53.4,56.684,2020.0
1084,223,BRA,PPPGDP,Brazil,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",570.51,597.009,637.674,640.115,698.418,777.425,852.913,905.479,939.886,1008.0,1002.13,1046.71,1065.57,1141.71,1228.3,1309.44,1362.87,1433.43,1454.47,1481.87,1581.94,1640.06,1716.48,1770.33,1922.56,2046.34,2193.06,2389.04,2558.89,2572.05,2798.93,2970.63,2998.54,3133.89,3187.16,3014.76,2939.1,3018.71,3145.95,3247.42,3153.15,3437.61,3585.99,3745.26,3911.14,4080.72,4253.95,2020.0
1174,918,BGR,PPPGDP,Bulgaria,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",47.017,54.193,59.958,64.175,69.55,73.041,78.46,84.18,89.24,92.276,87.018,80.285,75.196,68.029,66.935,67.245,62.969,54.963,57.964,53.913,57.771,61.327,65.991,70.76,77.34,85.472,94.102,102.983,111.345,108.277,110.191,115.129,118.702,120.521,126.862,131.703,142.682,151.814,160.247,169.14,164.068,177.697,190.622,202.964,215.105,226.679,237.947,2020.0
1219,748,BFA,PPPGDP,Burkina Faso,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.564,2.881,3.102,3.184,3.352,3.849,4.239,4.333,4.746,5.038,5.195,5.858,6.006,6.361,6.582,7.104,8.031,8.686,9.425,10.259,10.69,11.653,12.35,13.577,14.565,16.323,17.879,19.117,20.614,21.361,23.443,25.515,26.835,28.735,29.761,31.033,35.34,39.238,42.88,46.135,47.592,52.595,57.075,61.55,66.285,71.297,76.639,2020.0
1264,618,BDI,PPPGDP,Burundi,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.283,1.576,1.655,1.784,1.851,2.135,2.249,2.431,2.643,2.784,2.988,3.268,3.376,3.24,3.183,2.992,2.803,2.863,3.033,3.112,3.239,3.367,3.5,3.657,3.897,4.195,4.558,4.843,5.176,5.408,5.753,6.109,6.386,7.069,7.649,8.551,8.358,8.375,8.714,9.033,9.047,9.526,10.198,10.928,11.73,12.609,13.493,2019.0
1309,624,CPV,PPPGDP,Cabo Verde,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.226,0.268,0.293,0.333,0.359,0.402,0.422,0.451,0.495,0.543,0.568,0.595,0.627,0.689,0.752,0.826,0.897,0.982,1.077,1.222,1.34,1.454,1.555,1.705,1.837,2.004,2.255,2.529,2.749,2.731,2.805,2.977,2.94,2.964,2.979,3.146,3.358,3.571,3.822,4.111,3.545,3.82,4.18,4.54,4.927,5.346,5.795,2019.0
1399,622,CMR,PPPGDP,Cameroon,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.334,13.241,15.122,16.79,18.695,20.85,22.714,22.775,21.724,22.176,21.589,21.479,21.298,21.114,21.027,22.177,23.693,25.382,26.924,28.413,30.089,32.111,33.993,36.247,39.744,41.819,44.6,48.051,50.681,52.127,54.559,57.992,61.35,66.29,72.25,75.965,81.471,87.321,93.039,98.227,97.878,105.081,112.896,121.248,130.537,140.57,151.456,2020.0
1444,156,CAN,PPPGDP,Canada,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",288.709,327.094,336.235,358.492,393.376,425.039,442.898,472.338,510.559,542.874,564.117,571.03,589.301,619.32,660.978,693.018,717.134,760.722,799.257,852.366,916.809,954.244,998.365,1036.41,1097.08,1167.74,1235.49,1295.17,1333.26,1302.54,1358.93,1430.81,1468.1,1554.12,1621.4,1594.9,1678.39,1776.86,1863.5,1932.15,1851.54,2027.37,2185.03,2295.94,2384.52,2471.07,2561.36,2020.0
1489,626,CAF,PPPGDP,Central African Republic,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.006,1.243,1.273,1.243,1.416,1.515,1.657,1.698,1.788,1.928,2.028,2.079,2.022,2.045,2.351,2.477,2.367,2.506,2.619,2.733,2.695,2.827,2.932,2.922,2.998,3.182,3.436,3.672,3.84,3.973,4.207,4.475,4.889,3.285,3.216,3.536,3.862,4.195,4.46,4.674,4.776,4.899,5.237,5.628,6.044,6.481,6.939,2017.0
1534,628,TCD,PPPGDP,Chad,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.858,1.814,2.029,2.439,2.66,2.96,3.2,3.399,3.784,4.009,4.293,4.9,5.131,5.144,5.542,5.615,5.838,6.275,6.787,6.835,6.929,7.911,8.716,10.196,13.991,15.629,16.216,17.199,18.066,18.934,21.767,22.246,22.192,20.808,23.012,25.683,24.494,24.028,25.169,26.377,26.476,27.688,29.124,30.575,32.642,34.822,36.895,2017.0
