,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
685,316,BRB,PPPPC,Barbados,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",6000.49,6420.83,6464.08,6732.84,7207.86,7496.08,8011.6,8394.6,8962.92,9615.09,9611.81,9516.42,9146.67,9405.88,9764.56,10134.77,10690.02,11347.01,11859.29,12021.97,12797.79,12736.77,12999.54,13505.13,14019.85,14982.46,16259.15,16997.57,17370.85,16526.23,16278.01,16443.73,15425.32,15432.54,15252.1,15571.25,15996.87,15817.71,16060.41,16096.44,13324.34,14223.96,15817.64,16928.39,17753.99,18426.68,19106.13,2019.0
775,124,BEL,PPPPC,Belgium,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",10768.95,11745.0,12556.11,13083.95,13897.56,14566.86,15129.23,15851.63,17166.63,18362.21,19607.2,20560.9,21276.74,21472.25,22566.18,23519.06,24236.31,25521.09,26257.72,27513.08,29109.97,30021.82,30870.86,31665.27,33544.99,35232.82,37014.52,39140.27,39760.01,38891.8,40162.44,41082.42,42409.3,43755.16,45043.18,46365.19,48679.68,50726.55,52649.47,54276.69,51180.0,55919.13,59030.39,61235.93,63227.04,65182.92,67178.34,2020.0
820,339,BLZ,PPPPC,Belize,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1376.12,1506.52,1451.78,1556.57,1747.77,1729.33,1839.36,2240.51,2521.15,2948.03,3305.78,3711.2,4146.65,4379.28,4352.52,4358.79,4390.46,4463.63,4515.83,4888.13,5497.93,5757.97,5994.17,6515.04,6786.28,6953.3,7320.94,7361.89,7562.01,7426.77,7564.81,7642.07,7213.27,7144.12,7079.24,7090.65,7053.71,6969.15,7155.55,7222.43,6132.41,6738.46,7154.72,7382.41,7550.68,7714.7,7874.57,2020.0
865,638,BEN,PPPPC,Benin,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",984.882,1062.02,1112.43,1097.19,1106.49,1152.74,1170.77,1139.49,1181.81,1158.91,1270.04,1323.03,1345.57,1407.7,1417.41,1484.89,1528.62,1595.11,1628.07,1672.85,1757.72,1836.78,1893.51,1937.58,2016.21,2053.53,2137.54,2261.25,2350.16,2353.04,2364.38,2416.33,2498.5,2669.69,2833.41,2886.83,3004.81,3044.52,3234.84,3422.43,3498.6,3719.93,3960.75,4199.87,4449.23,4708.16,4976.14,2017.0
910,514,BTN,PPPPC,Bhutan,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",475.12,575.418,644.327,702.532,764.428,800.086,853.808,1016.22,1173.23,1262.99,1413.46,1535.68,1624.65,1746.0,1848.03,2012.13,2154.39,2277.53,2382.12,2516.19,2678.44,2845.81,3075.2,3367.54,3630.37,3923.18,4256.27,4873.39,5444.28,5726.41,6267.62,6943.48,7599.81,7894.25,8382.38,9238.77,10067.52,10851.9,11476.15,12130.81,12057.78,12135.28,12867.91,13789.44,15026.82,16080.59,17191.39,2015.0
955,218,BOL,PPPPC,Bolivia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2069.78,2099.04,2097.18,2048.45,2074.82,2061.51,2006.99,2064.21,2154.2,2276.02,2420.13,2579.9,2627.29,2726.46,2833.68,2969.27,3093.88,3238.76,3373.34,3369.79,3428.93,3498.81,3575.07,3677.24,3864.14,4089.39,4342.52,4585.31,4878.83,4992.66,5177.26,5472.56,5937.48,6645.21,7080.98,7160.05,7528.31,8456.07,8896.1,9126.86,8305.42,8900.55,9384.1,9823.24,10273.33,10724.26,11152.63,2017.0
1045,616,BWA,PPPPC,Botswana,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1948.22,2264.58,2686.96,2983.34,3175.14,3402.07,3635.73,4128.9,5089.61,5341.77,5811.68,6198.26,6147.71,6368.1,6284.54,6697.51,7048.55,7573.82,7554.87,8243.52,8452.35,8502.26,8997.9,9435.22,9775.17,10344.53,11323.79,12327.25,13067.95,11909.9,12863.91,13729.87,13091.97,14168.12,15702.88,14639.56,16638.52,15948.03,16631.34,17078.47,15492.5,17162.61,18082.24,18937.13,19724.79,20522.81,21338.79,2019.0
1090,223,BRA,PPPPC,Brazil,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4811.88,4925.29,5147.31,5057.28,5402.66,5890.57,6334.15,6596.43,6722.16,7083.27,6836.15,7020.47,7031.26,7414.35,7852.01,8241.96,8333.67,8629.74,8622.0,8652.94,9103.84,9307.47,9616.18,9796.62,10513.53,11061.84,11723.71,12637.88,13396.64,13328.0,14361.5,15109.72,15120.06,15669.16,15800.05,14816.27,14326.08,14596.87,15088.86,15453.07,14890.47,16168.7,16763.93,17407.09,18078.12,18763.69,19458.41,2019.0
1180,918,BGR,PPPPC,Bulgaria,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5338.21,6134.77,6767.96,7225.85,7817.26,8203.7,8815.21,9470.47,10066.6,10454.8,9921.59,9231.74,8736.85,7996.65,7962.1,8090.04,7655.36,6733.77,7151.32,6683.13,7088.88,7771.7,8410.98,9070.33,9965.18,11073.25,12254.04,13478.97,14638.0,14315.27,14682.61,15712.49,16295.04,16633.46,17614.34,18410.19,20090.85,21533.74,22892.31,24331.46,23721.05,25846.68,27894.0,29879.31,31857.78,33774.54,35667.49,2020.0
1225,748,BFA,PPPPC,Burkina Faso,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",375.739,412.418,433.295,433.791,445.098,498.052,534.475,532.345,567.97,587.228,589.641,647.31,645.97,665.88,670.508,704.097,774.259,814.372,859.295,909.277,920.891,975.618,1004.64,1072.85,1117.78,1216.17,1292.86,1341.38,1403.29,1410.77,1502.27,1586.57,1619.4,1683.11,1692.3,1713.52,1895.3,2044.39,2170.98,2270.26,2275.78,2443.91,2577.16,2700.67,2826.2,2954.02,3085.59,2018.0
1270,618,BDI,PPPPC,Burundi,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",313.734,374.221,381.963,399.948,403.211,451.739,462.265,485.536,512.918,524.844,547.278,581.456,584.07,561.596,542.231,500.383,460.307,462.584,481.465,479.545,484.607,489.102,493.605,503.75,521.121,558.396,589.116,607.692,628.709,635.879,655.52,675.193,684.554,734.995,772.157,838.038,793.743,770.707,778.468,783.49,761.83,778.816,809.506,842.166,877.608,915.905,951.583,2016.0
1315,624,CPV,PPPPC,Cabo Verde,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",781.608,913.719,979.508,1092.4,1150.06,1262.05,1297.15,1358.07,1459.41,1568.81,1602.32,1640.91,1688.48,1810.91,1984.3,2121.88,2249.6,2406.47,2580.46,2865.64,3079.99,3277.61,3439.5,3704.63,3927.33,4223.49,4689.27,5198.92,5590.27,5496.05,5582.8,5858.7,5719.98,5699.74,5658.99,5902.47,6224.24,6535.1,7028.12,7470.26,6366.72,6778.87,7331.11,7869.3,8439.12,9049.28,9693.34,2018.0
1405,622,CMR,PPPPC,Cameroon,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1173.35,1460.87,1622.79,1753.75,1901.66,2065.75,2190.05,2135.06,1978.5,1960.24,1850.68,1786.23,1718.83,1654.14,1599.62,1641.18,1705.56,1777.4,1834.04,1882.72,1939.49,2015.89,2078.13,2157.47,2302.77,2358.2,2447.36,2565.4,2632.39,2634.01,2682.18,2773.9,2855.45,3002.61,3185.38,3260.52,3405.06,3554.52,3689.63,3796.0,3687.13,3859.83,4044.77,4238.25,4452.94,4680.73,4923.95,2019.0
1450,156,CAN,PPPPC,Canada,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11798.15,13197.48,13404.94,14149.52,15380.23,16465.96,16990.44,17893.03,19085.27,19947.67,20415.09,20403.32,20805.61,21615.65,22823.79,23682.38,24252.19,25469.84,26532.35,28068.77,29914.73,30810.53,31887.84,32794.35,34390.02,36260.72,37980.68,39428.17,40159.09,38788.0,40017.58,41716.38,42351.12,44360.37,45811.99,44702.52,46554.08,48688.07,50361.05,51476.96,48759.25,53089.46,56616.54,58866.01,60504.42,62061.59,63684.32,2020.0
